date,product_id,category,units_sold,revenue
2021-01-01,58,Toys,18.0,871.9146175745352
2021-01-01,59,Toys,21.0,223.13952670395042
2021-01-01,60,Sports,21.0,1175.3124018715991
2021-01-01,61,Toys,12.0,249.45459672037745
2021-01-01,62,Clothing,17.0,686.5512122475508
2021-01-01,63,Electronics,19.0,1077.131963181156
2021-01-01,64,Sports,22.0,1611.9775386124522
2021-01-01,65,Sports,21.0,2029.0253874405903
2021-01-01,66,Toys,19.0,620.5477258613727
2021-01-01,67,Sports,10.0,356.3564449397208
2021-01-01,68,Toys,19.0,253.07667997625106
2021-01-01,69,Home & Kitchen,20.0,292.66175224998085
2021-01-01,70,Home & Kitchen,32.0,1122.501817001441
2021-01-01,71,Sports,19.0,437.7702312759915
2021-01-01,72,Toys,21.0,1135.065716924594
2021-01-01,73,Electronics,25.0,784.6844739828992
2021-01-01,74,Toys,23.0,1737.4078416265493
2021-01-01,75,Home & Kitchen,27.0,1809.477197148974
2021-01-01,76,Toys,12.0,698.6366588007392
2021-01-01,77,Sports,15.0,205.0464410989313
2021-01-01,78,Clothing,17.0,1074.06620307801
2021-01-01,79,Toys,12.0,816.7866136422058
2021-01-01,80,Sports,20.0,513.8595722089847
2021-01-01,81,Clothing,15.0,1414.5854847945916
2021-01-01,82,Clothing,27.0,604.1758942747637
2021-01-01,83,Toys,16.0,1491.5588103211303
2021-01-01,84,Toys,18.0,1601.2897524771893
2021-01-01,85,Clothing,24.0,2005.199952434626
2021-01-01,86,Electronics,13.0,779.584949571371
2021-01-01,87,Home & Kitchen,11.0,202.1717401278402
2021-01-01,88,Clothing,20.0,1814.9883643159883
2021-01-01,89,Sports,21.0,850.7663050820444
2021-01-01,90,Toys,23.0,952.863819448208
2021-01-01,91,Home & Kitchen,22.0,1976.4311200449324
2021-01-01,92,Clothing,21.0,1683.964781670909
2021-01-01,93,Electronics,16.0,392.74534829624383
2021-01-01,94,Sports,21.0,1908.2674163161798
2021-01-01,95,Sports,21.0,219.56639346935333
2021-01-01,96,Clothing,16.0,391.56359404119803
2021-01-01,97,Electronics,29.0,1991.6188873017875
2021-01-01,98,Sports,22.0,664.0532327319083
2021-01-01,99,Home & Kitchen,15.0,589.2895925150115
2021-01-01,100,Electronics,23.0,1775.23720859431
2021-01-02,1,Home & Kitchen,24.0,1660.443847368742
2021-01-02,2,Electronics,22.0,1345.2510346042338
2021-01-02,3,Clothing,18.0,609.6278356443952
2021-01-02,4,Toys,16.0,511.34508646588034
2021-01-02,5,Home & Kitchen,19.0,1715.3996093528638
2021-01-02,6,Electronics,21.0,1402.852003134827
2021-01-02,7,Electronics,20.0,1238.4269923274464
2021-01-02,8,Electronics,27.0,1466.8179959798392
2021-01-02,9,Home & Kitchen,23.0,811.1987902525715
2021-01-02,10,Toys,15.0,182.82655468246267
2021-01-02,11,Toys,14.0,1324.977816284672
2021-01-02,12,Clothing,22.0,2108.778582465123
2021-01-02,13,Clothing,18.0,205.03971877676523
2021-01-02,14,Clothing,23.0,2151.6194245565916
2021-01-02,15,Toys,22.0,2127.9675546367207
2021-01-02,16,Electronics,19.0,1648.6461688491856
2021-01-02,17,Home & Kitchen,15.0,1299.0345065477568
2021-01-02,18,Clothing,12.0,462.27576556877983
2021-01-02,19,Clothing,21.0,1979.332523163876
2021-01-02,20,Toys,13.0,944.3548621097184
2021-01-02,21,Electronics,15.0,980.2597560438792
2021-01-02,22,Home & Kitchen,20.0,1982.096930187674
2021-01-02,23,Clothing,20.0,1779.2715294703198
2021-01-02,24,Sports,14.0,1073.3684583702975
2021-01-02,25,Electronics,25.0,1058.8550902444492
2021-01-02,26,Home & Kitchen,25.0,910.58164959511
2021-01-02,27,Clothing,22.0,1936.8031907886054
2021-01-02,28,Home & Kitchen,22.0,2028.2162940618132
2021-01-02,29,Electronics,22.0,1800.6244543542148
2021-01-02,30,Clothing,39.0,2671.3733970299554
2021-01-02,31,Electronics,24.0,2162.411538325943
2021-01-02,32,Clothing,23.0,929.6499746826793
2021-01-02,33,Clothing,16.0,992.7234030344905
2021-01-02,34,Toys,18.0,238.22648355072218
2021-01-02,35,Sports,31.0,1109.4500934379134
2021-01-02,36,Sports,10.0,631.7499345121097
2021-01-02,37,Electronics,17.0,364.4025843573838
2021-01-02,38,Toys,25.0,1425.04733512331
2021-01-02,39,Sports,16.0,1056.9622851793604
2021-01-02,40,Home & Kitchen,23.0,406.6692525370998
2021-01-02,41,Home & Kitchen,20.0,1173.1432188981917
2021-01-02,42,Electronics,16.0,1077.8990581574176
2021-01-02,43,Home & Kitchen,9.0,734.10081776265
2021-01-02,44,Toys,20.0,687.4980522717337
2021-01-02,45,Toys,16.0,196.50507051825883
2021-01-02,46,Toys,19.0,1836.128789099252
2021-01-02,47,Home & Kitchen,22.0,1029.7268299402544
2021-01-02,48,Clothing,24.0,614.3157313530269
2021-01-02,49,Clothing,17.0,1010.3167970003643
2021-01-02,50,Home & Kitchen,16.0,1189.0181286880897
2021-01-02,51,Electronics,13.0,1247.192378375937
2021-01-02,52,Clothing,24.0,1833.85734006286
2021-01-02,53,Sports,30.0,1432.920168555033
2021-01-02,54,Toys,25.0,807.3947263776043
2021-01-02,55,Home & Kitchen,26.0,293.6807633936287
2021-01-02,56,Sports,16.0,327.1446023299594
2021-01-02,57,Home & Kitchen,22.0,1158.8641815929038
2021-01-02,58,Sports,23.0,432.5167125475731
2021-01-02,59,Home & Kitchen,3.0,76.7645048757041
2021-01-02,60,Sports,14.0,686.653078039846
2021-01-02,61,Sports,28.0,1880.4360001864625
2021-01-02,62,Electronics,12.0,168.92833055380808
2021-01-02,63,Home & Kitchen,27.0,1492.621108349613
2021-01-02,64,Clothing,12.0,1045.0090284833882
2021-01-02,65,Toys,15.0,245.26780899058028
2021-01-02,66,Toys,22.0,1491.990170848505
2021-01-02,67,Sports,20.0,1892.4144345649236
2021-01-02,68,Toys,18.0,1112.2681681589238
2021-01-02,69,Electronics,27.0,1383.5545238943855
2021-01-02,70,Electronics,13.0,768.3716434996438
2021-01-02,71,Clothing,19.0,1833.6358641388933
2021-01-02,72,Clothing,22.0,2012.5942710730062
2021-01-02,73,Sports,21.0,344.5465455898328
2021-01-02,74,Home & Kitchen,16.0,619.3249076230163
2021-01-02,75,Home & Kitchen,17.0,350.7921862611341
2021-01-02,76,Home & Kitchen,24.0,1744.9522771865652
2021-01-02,77,Electronics,24.0,1827.7534546163934
2021-01-02,78,Clothing,21.0,1728.578958427364
2021-01-02,79,Toys,15.0,1163.3299147151588
2021-01-02,80,Toys,17.0,1404.457151078914
2021-01-02,81,Home & Kitchen,19.0,826.1509267056592
2021-01-02,82,Clothing,20.0,1597.5433293355943
2021-01-02,83,Toys,22.0,1919.6572486491632
2021-01-02,84,Home & Kitchen,18.0,874.9703243475298
2021-01-02,85,Toys,24.0,462.7475566856144
2021-01-02,86,Toys,24.0,2189.514278427864
2021-01-02,87,Electronics,26.0,1008.9160664116314
2021-01-02,88,Sports,20.0,1811.941811293161
2021-01-02,89,Toys,21.0,2006.647507711981
2021-01-02,90,Toys,19.0,1170.5787886908192
2021-01-02,91,Clothing,15.0,545.8345417923871
2021-01-02,92,Toys,30.0,1187.394272498773
2021-01-02,93,Toys,25.0,2031.0528483831592
2021-01-02,94,Home & Kitchen,23.0,1864.5095555847265
2021-01-02,95,Sports,19.0,288.42547962846174
2021-01-02,96,Sports,15.0,891.8639911370431
2021-01-02,97,Toys,24.0,997.97642711249
2021-01-02,98,Toys,19.0,390.18459809120606
2021-01-02,99,Home & Kitchen,22.0,1444.071765366197
2021-01-02,100,Sports,17.0,324.71769446786914
2021-01-03,1,Toys,21.0,347.52208202832577
2021-01-03,2,Toys,17.0,1427.445890714245
2021-01-03,3,Sports,17.0,299.80170255034363
2021-01-03,4,Electronics,21.0,2074.7488033672216
2021-01-03,5,Electronics,12.0,997.8235326381027
2021-01-03,6,Sports,12.0,1143.0284635745675
2021-01-03,7,Toys,16.0,1279.091558935509
2021-01-03,8,Clothing,18.0,1084.6148845720043
2021-01-03,9,Sports,24.0,480.1865617812869
2021-01-03,10,Home & Kitchen,19.0,1032.3889283373692
2021-01-03,11,Home & Kitchen,19.0,286.27860141594186
2021-01-03,12,Electronics,18.0,372.48502435427656
2021-01-03,13,Clothing,21.0,1620.02482181165
2021-01-03,14,Toys,15.0,937.5478328811655
2021-01-03,15,Sports,19.0,678.5676675419819
2021-01-03,16,Clothing,22.0,1939.8262738151313
2021-01-03,17,Toys,21.0,349.47550734990386
2021-01-03,18,Electronics,20.0,1196.9377119223775
2021-01-03,19,Sports,20.0,1332.9175486434724
2021-01-03,20,Electronics,22.0,1597.582404189542
2021-01-03,21,Home & Kitchen,30.0,1877.6486421923705
2021-01-03,22,Home & Kitchen,16.0,1457.6675351070242
2021-01-03,23,Sports,30.0,1048.9291940490582
2021-01-03,24,Home & Kitchen,15.0,403.96356562707774
2021-01-03,25,Home & Kitchen,9.0,562.7614505992063
2021-01-03,26,Home & Kitchen,17.0,288.9339945564268
2021-01-03,27,Clothing,21.0,795.0071947811595
2021-01-03,28,Sports,29.0,2414.005001435136
2021-01-03,29,Electronics,15.0,1379.7516990666873
2021-01-03,30,Clothing,22.0,1848.6237409878745
2021-01-03,31,Clothing,13.0,1221.2923255241953
2021-01-03,32,Home & Kitchen,29.0,2550.426751596066
2021-01-03,33,Sports,25.0,2471.3712909586247
2021-01-03,34,Home & Kitchen,17.0,400.13784338839815
2021-01-03,35,Home & Kitchen,11.0,1070.2152538364571
2021-01-03,36,Home & Kitchen,26.0,2230.5582801375585
2021-01-03,37,Electronics,19.0,899.3413489974075
2021-01-03,38,Home & Kitchen,26.0,899.7725483178525
2021-01-03,39,Sports,20.0,1584.1773473249189
2021-01-03,40,Electronics,20.0,1900.5783137883705
2021-01-03,41,Home & Kitchen,17.0,859.3325270244432
2021-01-03,42,Electronics,23.0,497.3599893635946
2021-01-03,43,Sports,20.0,611.5570499062329
2021-01-03,44,Electronics,22.0,1549.9673551235965
2021-01-03,45,Home & Kitchen,12.0,242.64219957559936
2021-01-03,46,Sports,26.0,1831.481277687151
2021-01-03,47,Electronics,27.0,1533.9973077021439
2021-01-03,48,Toys,20.0,1733.9267005733723
2021-01-03,49,Electronics,30.0,2666.9647271775316
2021-01-03,50,Electronics,28.0,1296.7768228552404
2021-01-03,51,Sports,23.0,1687.4451199653927
2021-01-03,52,Sports,26.0,758.3361379308511
2021-01-03,53,Electronics,25.0,1132.5491014743977
2021-01-03,54,Sports,11.0,543.1001728034918
2021-01-03,55,Electronics,18.0,1012.6629724388935
2021-01-03,56,Home & Kitchen,23.0,1852.1617363741661
2021-01-03,57,Clothing,28.0,2453.156546041798
2021-01-03,58,Electronics,13.0,1240.9391296794413
2021-01-03,59,Electronics,11.0,564.5443986758787
2021-01-03,60,Clothing,19.0,1865.8557037381656
2021-01-03,61,Electronics,9.0,603.0546919965478
2021-01-03,62,Toys,19.0,600.6490081107102
2021-01-03,63,Sports,21.0,553.7533595143836
2021-01-03,64,Electronics,15.0,616.6508324872153
2021-01-03,65,Toys,19.0,1331.5237328709566
2021-01-03,66,Home & Kitchen,24.0,612.2109217955204
2021-01-03,67,Clothing,17.0,440.8260409434226
2021-01-03,68,Toys,16.0,287.73164861016005
2021-01-03,69,Clothing,19.0,542.8306584739051
2021-01-03,70,Sports,14.0,598.980024920575
2021-01-03,71,Sports,29.0,392.60468498526825
2021-01-03,72,Sports,20.0,1638.938718036277
2021-01-03,73,Clothing,16.0,1417.9532187137593
2021-01-03,74,Electronics,21.0,
2021-01-03,75,Clothing,19.0,1568.6041884461347
2021-01-03,76,Sports,18.0,1392.1806984215264
2021-01-03,77,Clothing,17.0,736.8223172708144
2021-01-03,78,Toys,17.0,911.3201673422626
2021-01-03,79,Toys,12.0,619.5374934237998
2021-01-03,80,Electronics,26.0,2009.0819952329905
2021-01-03,81,Sports,22.0,1233.121335389019
2021-01-03,82,Electronics,21.0,1215.6944871514465
2021-01-03,83,Toys,19.0,1100.7755256380897
2021-01-03,84,Electronics,15.0,477.33517990688506
2021-01-03,85,Sports,16.0,188.90252479992597
2021-01-03,86,Clothing,12.0,467.84549882983254
2021-01-03,87,Sports,16.0,332.4574698197217
2021-01-03,88,Clothing,14.0,1262.0643737322675
2021-01-03,89,Clothing,28.0,2268.7115212904923
2021-01-03,90,Clothing,24.0,1316.6351496867637
2021-01-03,91,Home & Kitchen,20.0,1256.3140124375825
2021-01-03,92,Clothing,15.0,1156.3432901488457
2021-01-03,93,Electronics,14.0,497.55764130639284
2021-01-03,94,Toys,19.0,810.870726841666
2021-01-03,95,Sports,24.0,1009.1689279393479
2021-01-03,96,Toys,29.0,2864.804799349677
2021-01-03,97,Electronics,13.0,249.08549296587236
2021-01-03,98,Toys,22.0,522.6610955849774
2021-01-03,99,Home & Kitchen,16.0,428.6565146338803
2021-01-03,100,Clothing,17.0,606.195608101586
2021-01-04,1,Toys,20.0,938.7142885813907
2021-01-04,2,Clothing,15.0,1476.2111328266187
2021-01-04,3,Home & Kitchen,18.0,1750.5421019060977
2021-01-04,4,Electronics,15.0,1318.4346199568733
2021-01-04,5,Home & Kitchen,17.0,431.4580087068007
2021-01-04,6,Electronics,23.0,1614.0914652435722
2021-01-04,7,Home & Kitchen,20.0,1228.9028410458197
2021-01-04,8,Sports,23.0,809.5567238767883
2021-01-04,9,Clothing,16.0,626.098100422111
2021-01-04,10,Home & Kitchen,22.0,1062.3641484605052
2021-01-04,11,Clothing,11.0,223.6884564918115
2021-01-04,12,Home & Kitchen,20.0,1299.1160763949388
2021-01-04,13,Home & Kitchen,23.0,549.5308206175987
2021-01-04,14,Sports,11.0,586.3287008362693
2021-01-04,15,Sports,16.0,644.7101605992457
2021-01-04,16,Toys,20.0,441.94641849015363
2021-01-04,17,Electronics,25.0,822.9414732184687
2021-01-04,18,Electronics,17.0,1212.6991650026118
2021-01-04,19,Sports,22.0,1153.7208533293135
2021-01-04,20,Home & Kitchen,27.0,1270.7734213778626
2021-01-04,21,Home & Kitchen,22.0,1864.6264274197038
2021-01-04,22,Electronics,18.0,1743.3435952797504
2021-01-04,23,Clothing,21.0,1983.4634633917617
2021-01-04,24,Sports,16.0,420.9756152785506
2021-01-04,25,Toys,20.0,1234.0516037238415
2021-01-04,26,Home & Kitchen,19.0,1629.5272082566453
2021-01-04,27,Sports,21.0,591.0756348902372
2021-01-04,28,Home & Kitchen,17.0,420.3935925845279
2021-01-04,29,Home & Kitchen,21.0,1467.222747115818
2021-01-04,30,Toys,17.0,970.2900998967525
2021-01-04,31,Toys,24.0,1087.6814320328924
2021-01-04,32,Sports,18.0,1502.8910919439547
2021-01-04,33,Clothing,9.0,464.7706263923812
2021-01-04,34,Sports,14.0,519.7361214468191
2021-01-04,35,Electronics,20.0,617.9828512642712
2021-01-04,36,Home & Kitchen,28.0,2546.9279246519127
2021-01-04,37,Home & Kitchen,24.0,2197.9797596834214
2021-01-04,38,Clothing,8.0,529.4513570580743
2021-01-04,39,Electronics,12.0,270.4138384764582
2021-01-04,40,Home & Kitchen,25.0,2036.556675858166
2021-01-04,41,Sports,23.0,2080.3576469154823
2021-01-04,42,Electronics,31.0,2510.1862193164407
2021-01-04,43,Sports,17.0,550.1883839161326
2021-01-04,44,Sports,15.0,1154.3274949731137
2021-01-04,45,Toys,20.0,1572.4256343332431
2021-01-04,46,Sports,17.0,1511.4514242454766
2021-01-04,47,Home & Kitchen,25.0,498.9214081492163
2021-01-04,48,Home & Kitchen,17.0,1465.0720063538126
2021-01-04,49,Clothing,18.0,1471.618492562877
2021-01-04,50,Home & Kitchen,15.0,352.3885269208446
2021-01-04,51,Home & Kitchen,23.0,1720.475630650374
2021-01-04,52,Toys,15.0,1015.5493043951514
2021-01-04,53,Electronics,22.0,718.5621366357665
2021-01-04,54,Toys,29.0,1192.2665430452296
2021-01-04,55,Home & Kitchen,11.0,567.3857456076913
2021-01-04,56,Toys,27.0,2571.8985152567116
2021-01-04,57,Home & Kitchen,21.0,1166.1296030916408
2021-01-04,58,Electronics,14.0,910.4323366476563
2021-01-04,59,Toys,20.0,1453.9714829784061
2021-01-04,60,Electronics,23.0,2139.573719037002
2021-01-04,61,Toys,16.0,989.8552386402109
2021-01-04,62,Toys,22.0,1421.2957918380546
2021-01-04,63,Toys,27.0,2540.5118458887064
2021-01-04,64,Clothing,17.0,1586.1198247473678
2021-01-04,65,Electronics,15.0,1479.5356185991516
2021-01-04,66,Sports,19.0,1624.5157278225474
2021-01-04,67,Home & Kitchen,20.0,1264.2957843408726
2021-01-04,68,Electronics,25.0,1147.756083707793
2021-01-04,69,Toys,19.0,1562.8793971025996
2021-01-04,70,Sports,17.0,177.08699519704237
2021-01-04,71,Home & Kitchen,14.0,817.1184597017829
2021-01-04,72,Home & Kitchen,11.0,1020.6570602486329
2021-01-04,73,Home & Kitchen,13.0,992.8764602884056
2021-01-04,74,Toys,13.0,659.0949908410744
2021-01-04,75,Toys,18.0,408.1883730152757
2021-01-04,76,Toys,12.0,310.4979454267212
2021-01-04,77,Electronics,6.0,554.016786576774
2021-01-04,78,Home & Kitchen,19.0,809.6935674894427
2021-01-04,79,Clothing,29.0,324.1765316955508
2021-01-04,80,Sports,25.0,1742.959087037599
2021-01-04,81,Toys,18.0,318.26646228740304
2021-01-04,82,Sports,14.0,1396.0615573258938
2021-01-04,83,Electronics,32.0,513.1802548786711
2021-01-04,84,Home & Kitchen,20.0,1549.9288467185202
2021-01-04,85,Toys,20.0,569.2513528676129
2021-01-04,86,Toys,19.0,516.0760023348698
2021-01-04,87,Toys,19.0,1155.8783378790743
2021-01-04,88,Clothing,17.0,270.53421832537913
2021-01-04,89,Home & Kitchen,18.0,1029.5122363106798
2021-01-04,90,Electronics,27.0,1341.0534750598945
2021-01-04,91,Home & Kitchen,26.0,623.2621754778672
2021-01-04,92,Clothing,9.0,237.3617857011696
2021-01-04,93,Clothing,12.0,815.5195066981371
2021-01-04,94,Sports,16.0,748.5772063812589
2021-01-04,95,Sports,24.0,298.5273438075243
2021-01-04,96,Electronics,26.0,779.4148589231017
2021-01-04,97,Sports,23.0,270.8008131515338
2021-01-04,98,Home & Kitchen,14.0,271.176813300563
2021-01-04,99,Electronics,17.0,1168.7015450133683
2021-01-04,100,Electronics,22.0,691.6019064725185
2021-01-05,1,Clothing,18.0,1350.0724296061678
2021-01-05,2,Home & Kitchen,18.0,1566.228278332183
2021-01-05,3,Clothing,18.0,1262.2979212444466
2021-01-05,4,Sports,25.0,711.2146646855972
2021-01-05,5,Toys,22.0,245.74380855125736
2021-01-05,6,Toys,18.0,318.5238199842383
2021-01-05,7,Sports,21.0,1006.4924006198211
2021-01-05,8,Toys,13.0,1174.4259019600606
2021-01-05,9,Electronics,17.0,566.9178531498775
2021-01-05,10,Sports,25.0,1104.3079183763505
2021-01-05,11,Electronics,12.0,794.0808204770647
2021-01-05,12,Toys,23.0,1077.4821200358676
2021-01-05,13,Home & Kitchen,9.0,328.5172652289533
2021-01-05,14,Toys,28.0,2670.102333544635
2021-01-05,15,Electronics,17.0,1498.7560031238065
2021-01-05,16,Clothing,21.0,1131.244964691581
2021-01-05,17,Toys,20.0,965.3843080446202
2021-01-05,18,Clothing,20.0,240.44475497621133
2021-01-05,19,Sports,21.0,1407.2738354714184
2021-01-05,20,Home & Kitchen,11.0,365.3088085788703
2021-01-05,21,Clothing,20.0,1971.923925266394
2021-01-05,22,Toys,19.0,1088.9302117375928
2021-01-05,23,Toys,17.0,198.1377351176241
2021-01-05,24,Clothing,16.0,1476.5902814471185
2021-01-05,25,Electronics,20.0,693.2993972369708
2021-01-05,26,Electronics,15.0,898.1403033963212
2021-01-05,27,Clothing,25.0,714.4478614613572
2021-01-05,28,Electronics,22.0,241.77174074379133
2021-01-05,29,Clothing,21.0,1344.976866219605
2021-01-05,30,Clothing,24.0,1676.4792170199119
2021-01-05,31,Sports,10.0,567.0259347545538
2021-01-05,32,Toys,13.0,184.95018112681439
2021-01-05,33,Sports,,383.9413624917504
2021-01-05,34,Toys,16.0,1028.539037631599
2021-01-05,35,Electronics,16.0,575.7189809498078
2021-01-05,36,Electronics,12.0,504.1265337821451
2021-01-05,37,Home & Kitchen,15.0,914.6462644008112
2021-01-05,38,Toys,25.0,1321.1134049479742
2021-01-05,39,Electronics,22.0,1670.4927524762957
2021-01-05,40,Electronics,20.0,586.8926814633621
2021-01-05,41,Home & Kitchen,17.0,929.4403582178916
2021-01-05,42,Electronics,20.0,1274.3171280504007
2021-01-05,43,Toys,25.0,489.84606955098656
2021-01-05,44,Toys,16.0,268.1984056995646
2021-01-05,45,Toys,19.0,1367.1680978914287
2021-01-05,46,Sports,28.0,1375.7648932814404
2021-01-05,47,Home & Kitchen,23.0,1884.7908694657872
2021-01-05,48,Toys,17.0,1232.8856004072732
2021-01-05,49,Toys,23.0,977.2159666658555
2021-01-05,50,Electronics,12.0,218.90863919276487
2021-01-05,51,Clothing,19.0,506.5773083140396
2021-01-05,52,Clothing,23.0,1351.7349610732012
2021-01-05,53,Sports,21.0,1734.40056945814
2021-01-05,54,Clothing,23.0,1593.6815690911849
2021-01-05,55,Sports,24.0,779.2828991358417
2021-01-05,56,Home & Kitchen,22.0,1189.0614280134182
2021-01-05,57,Toys,22.0,577.5391833521204
2021-01-05,58,Home & Kitchen,21.0,1283.4164857444698
2021-01-05,59,Home & Kitchen,14.0,1304.7392061744283
2021-01-05,60,Clothing,25.0,2434.8810516220774
2021-01-05,61,Clothing,19.0,1664.092933191726
2021-01-05,62,Sports,23.0,1978.2172549675956
2021-01-05,63,Electronics,24.0,319.93649098546405
2021-01-05,64,Sports,17.0,1082.2929140775411
2021-01-05,65,Toys,17.0,287.73839849269
2021-01-05,66,Sports,18.0,1307.9878169225865
2021-01-05,67,Sports,26.0,412.93383746952514
2021-01-05,68,Clothing,15.0,575.641956071324
2021-01-05,69,Home & Kitchen,27.0,1044.56858212493
2021-01-05,70,Clothing,20.0,1326.6044775866162
2021-01-05,71,Home & Kitchen,21.0,650.2934072843678
2021-01-05,72,Electronics,24.0,292.7056881621221
2021-01-05,73,Toys,20.0,1890.3218573232132
2021-01-05,74,Toys,25.0,2047.262280490747
2021-01-05,75,Toys,17.0,904.2096990649804
2021-01-05,76,Electronics,27.0,1794.8382756206395
2021-01-05,77,Home & Kitchen,17.0,814.6762134839174
2021-01-05,78,Home & Kitchen,27.0,2062.324992861006
2021-01-05,79,Home & Kitchen,17.0,712.5719011903881
2021-01-05,80,Clothing,18.0,645.3271664796125
2021-01-05,81,Home & Kitchen,14.0,193.037418941816
2021-01-05,82,Electronics,16.0,185.7384660161159
2021-01-05,83,Electronics,19.0,847.1985666430558
2021-01-05,84,Clothing,21.0,1494.5333642899018
2021-01-05,85,Clothing,24.0,2280.621168149446
2021-01-05,86,Toys,18.0,937.190448224789
2021-01-05,87,Sports,14.0,1388.8724689325904
2021-01-05,88,Toys,21.0,647.859515614708
2021-01-05,89,Electronics,20.0,1293.9262307819465
2021-01-05,90,Home & Kitchen,22.0,1235.1232518126872
2021-01-05,91,Sports,16.0,477.5001410610525
2021-01-05,92,Electronics,17.0,455.2505410807094
2021-01-05,93,Clothing,16.0,243.29345425129077
2021-01-05,94,Sports,25.0,2430.4809178168257
2021-01-05,95,Sports,27.0,1961.330101870715
2021-01-05,96,Home & Kitchen,17.0,405.46073669997827
2021-01-05,97,Sports,17.0,512.4409506786134
2021-01-05,98,Sports,23.0,1341.537055389366
2021-01-05,99,Electronics,27.0,492.31301487654434
2021-01-05,100,Home & Kitchen,28.0,2491.2013738285586
2021-01-06,1,Electronics,16.0,1439.797235011327
2021-01-06,2,Toys,18.0,1728.1554271322004
2021-01-06,3,Electronics,21.0,1448.4073434077511
2021-01-06,4,Home & Kitchen,21.0,1251.1204304512733
2021-01-06,5,Sports,19.0,827.2973640910569
2021-01-06,6,Toys,16.0,534.0454486148697
2021-01-06,7,Toys,19.0,328.589029202078
2021-01-06,8,Electronics,28.0,834.8616689135246
2021-01-06,9,Toys,17.0,1472.346578494616
2021-01-06,10,Sports,21.0,1145.8269360564113
2021-01-06,11,Sports,32.0,2695.0811818644297
2021-01-06,12,Sports,17.0,702.1480880903555
2021-01-06,13,Toys,23.0,782.7485192507021
2021-01-06,14,Home & Kitchen,29.0,2583.224264386962
2021-01-06,15,Clothing,22.0,1904.151823606599
2021-01-06,16,Clothing,25.0,2201.4119521595553
2021-01-06,17,Home & Kitchen,24.0,1746.5383572056526
2021-01-06,18,Clothing,22.0,1566.6787280853946
2021-01-06,19,Home & Kitchen,26.0,631.1359463857925
2021-01-06,20,Clothing,23.0,2053.402471541782
2021-01-06,21,Home & Kitchen,,763.0532407831327
