user_id,movie_id,timestamp,rating,title,genre
2,4,2020-10-30 23:38:20,2.1,Movie 4,Action
2,48,2021-02-11 20:57:05,3.1,Movie 48,Action
2,23,2024-10-10 14:03:42,3.6,Movie 23,Drama
2,35,2022-08-05 22:17:29,2.3,Movie 35,Comedy
2,6,2021-12-20 05:29:15,1.5,Movie 6,Sci-Fi
2,36,2023-09-29 15:00:43,3.4,Movie 36,Sci-Fi
2,33,2024-02-20 16:35:52,3.6,Movie 33,Drama
3,49,2024-02-04 09:57:37,4.0,Movie 49,Horror
3,36,2023-09-14 22:57:50,4.8,Movie 36,Sci-Fi
3,40,2023-07-25 01:17:36,2.6,Movie 40,Horror
3,11,2020-11-02 10:40:09,3.1,Movie 11,Drama
3,30,2021-10-17 11:27:26,1.7,Movie 30,Comedy
3,9,2020-08-11 22:03:40,1.2,Movie 9,Drama
3,3,2024-10-24 17:22:24,1.5,Movie 3,Drama
3,38,2022-08-05 13:11:46,3.7,Movie 38,Sci-Fi
3,5,2022-08-22 17:06:41,4.2,Movie 5,Horror
3,23,2020-07-21 17:01:17,3.5,Movie 23,Drama
3,4,2020-02-03 13:42:11,2.5,Movie 4,Action
3,26,2023-11-05 10:45:50,1.1,Movie 26,Sci-Fi
3,46,2023-12-14 14:10:35,3.0,Movie 46,Action
3,42,2023-07-19 03:56:02,0.8,Movie 42,Sci-Fi
3,34,2022-04-05 22:32:12,4.0,Movie 34,Action
3,17,2023-02-02 19:09:45,2.9,Movie 17,Horror
3,25,2023-02-03 17:18:25,1.3,Movie 25,Drama
3,22,2021-01-04 07:56:32,4.3,Movie 22,Drama
3,43,2020-11-22 15:32:16,1.9,Movie 43,Horror
4,4,2022-08-20 14:14:38,0.9,Movie 4,Action
4,22,2022-10-10 11:27:09,1.5,Movie 22,Drama
4,17,2024-03-07 22:46:38,1.5,Movie 17,Horror
4,39,2020-09-16 17:17:42,0.8,Movie 39,Drama
4,26,2020-07-30 15:49:31,,Movie 26,Sci-Fi
4,24,2021-05-06 21:32:59,4.3,Movie 24,Comedy
4,44,2022-04-08 00:16:19,4.7,Movie 44,Comedy
4,10,2021-01-25 21:45:19,0.7,Movie 10,Comedy
4,31,2020-09-29 19:54:20,5.0,Movie 31,Horror
4,41,2023-11-04 01:56:42,0.7,Movie 41,Action
4,19,2022-02-24 01:03:58,1.8,Movie 19,Sci-Fi
4,7,2022-01-27 13:32:20,,Movie 7,Drama
4,29,2022-08-30 22:51:37,,Movie 29,Comedy
4,45,2024-08-31 02:16:20,,Movie 45,Action
4,32,2023-04-20 16:06:37,3.6,Movie 32,Sci-Fi
4,28,2023-02-07 14:38:35,4.3,Movie 28,Horror
4,13,2023-09-18 18:07:17,3.8,Movie 13,Action
4,34,2021-07-28 11:12:26,0.5,Movie 34,Action
4,49,2023-02-06 08:06:54,1.6,Movie 49,Horror
4,46,2021-06-18 15:09:36,1.5,Movie 46,Action
4,6,2024-02-03 20:55:26,1.7,Movie 6,Sci-Fi
4,48,2021-12-27 15:40:50,2.3,Movie 48,Action
4,37,2024-06-23 15:22:44,4.6,Movie 37,Drama
4,1,2024-07-23 21:13:12,2.8,Movie 1,Drama
4,27,2021-04-15 20:21:33,,Movie 27,Horror
4,11,2023-07-17 19:47:33,2.8,Movie 11,Drama
5,6,2022-05-28 06:27:42,0.6,Movie 6,Sci-Fi
5,15,2021-05-02 14:52:33,5.0,Movie 15,Comedy
5,18,2020-10-22 18:19:47,1.6,Movie 18,Action
5,42,2024-01-28 22:04:46,3.8,Movie 42,Sci-Fi
5,31,2020-02-18 20:14:36,4.3,Movie 31,Horror
5,5,2023-07-27 14:51:29,3.7,Movie 5,Horror
5,9,2023-02-06 21:15:23,,Movie 9,Drama
5,25,2020-03-06 06:09:24,4.1,Movie 25,Drama
5,50,2023-12-15 00:40:47,0.6,Movie 50,Comedy
5,30,2021-07-27 14:35:27,4.0,Movie 30,Comedy
5,28,2020-08-30 15:23:49,4.6,Movie 28,Horror
5,38,2024-07-03 14:39:29,4.1,Movie 38,Sci-Fi
5,27,2024-04-09 13:02:36,1.5,Movie 27,Horror
5,8,2020-05-16 16:00:15,3.3,Movie 8,Horror
5,23,2024-02-28 17:50:11,1.5,Movie 23,Drama
5,21,2023-09-29 13:24:39,4.4,Movie 21,Horror
5,7,2021-09-07 07:49:59,,Movie 7,Drama
5,17,2023-08-06 19:00:09,4.4,Movie 17,Horror
6,32,2020-12-20 06:04:37,1.5,Movie 32,Sci-Fi
6,50,2020-01-29 21:54:50,2.3,Movie 50,Comedy
6,4,2024-05-05 19:37:28,2.8,Movie 4,Action
6,24,2022-01-28 19:48:42,1.2,Movie 24,Comedy
6,2,2024-02-17 10:43:57,3.1,Movie 2,Comedy
6,27,2021-09-19 22:01:32,,Movie 27,Horror
6,31,2024-01-08 15:19:59,0.9,Movie 31,Horror
6,45,2023-12-29 14:58:12,3.8,Movie 45,Action
6,22,2021-07-06 08:41:32,3.3,Movie 22,Drama
6,39,2020-07-24 18:43:26,2.1,Movie 39,Drama
6,36,2021-02-16 08:53:20,2.7,Movie 36,Sci-Fi
6,43,2023-05-07 03:40:55,3.2,Movie 43,Horror
6,7,2022-04-23 16:50:40,3.4,Movie 7,Drama
6,26,2021-05-17 04:03:00,1.8,Movie 26,Sci-Fi
6,29,2023-01-03 22:17:52,3.0,Movie 29,Comedy
6,13,2023-10-19 11:34:33,3.7,Movie 13,Action
6,20,2022-08-11 07:30:58,0.8,Movie 20,Sci-Fi
6,23,2020-04-09 03:09:01,3.5,Movie 23,Drama
6,35,2020-04-27 17:22:27,3.5,Movie 35,Comedy
7,42,2024-05-25 10:50:33,0.9,Movie 42,Sci-Fi
7,17,2023-04-12 18:12:54,3.5,Movie 17,Horror
7,15,2024-03-29 07:25:34,2.1,Movie 15,Comedy
7,48,2021-12-28 10:10:18,2.5,Movie 48,Action
7,12,2023-05-06 01:36:27,1.9,Movie 12,Comedy
7,34,2024-08-27 02:10:53,4.8,Movie 34,Action
7,36,2024-08-15 20:06:11,3.7,Movie 36,Sci-Fi
7,44,2022-03-14 02:14:32,2.1,Movie 44,Comedy
7,50,2023-07-17 18:08:57,0.7,Movie 50,Comedy
8,8,2020-07-23 00:59:02,,Movie 8,Horror
8,26,2023-07-08 01:27:59,2.0,Movie 26,Sci-Fi
8,29,2023-12-16 10:29:30,4.2,Movie 29,Comedy
8,20,2022-01-10 16:10:36,1.6,Movie 20,Sci-Fi
8,47,2020-12-09 09:19:36,3.6,Movie 47,Horror
8,30,2023-02-27 23:15:21,3.5,Movie 30,Comedy
8,7,2021-07-12 04:52:48,1.5,Movie 7,Drama
8,2,2023-06-21 01:45:31,1.7,Movie 2,Comedy
8,12,2020-05-07 06:57:18,4.5,Movie 12,Comedy
8,19,2022-09-02 20:03:11,,Movie 19,Sci-Fi
8,16,2020-06-14 03:05:39,0.6,Movie 16,Sci-Fi
8,41,2022-06-27 09:43:05,,Movie 41,Action
8,3,2021-02-26 08:34:43,4.0,Movie 3,Drama
8,21,2020-12-19 20:03:58,2.8,Movie 21,Horror
8,48,2024-05-07 18:12:14,4.4,Movie 48,Action
8,9,2022-08-02 15:40:28,4.5,Movie 9,Drama
8,10,2022-03-14 18:27:29,1.0,Movie 10,Comedy
8,25,2020-07-27 10:51:22,4.8,Movie 25,Drama
8,49,2021-04-07 19:36:43,0.9,Movie 49,Horror
8,28,2022-11-09 23:29:59,,Movie 28,Horror
8,46,2022-01-25 07:36:18,4.0,Movie 46,Action
8,39,2023-06-07 11:30:45,4.6,Movie 39,Drama
8,22,2023-08-03 11:23:09,3.3,Movie 22,Drama
8,13,2021-01-09 03:41:56,4.8,Movie 13,Action
8,38,2024-08-25 22:58:36,1.4,Movie 38,Sci-Fi
8,6,2022-06-24 17:10:31,0.6,Movie 6,Sci-Fi
8,32,2023-06-13 12:05:04,0.6,Movie 32,Sci-Fi
8,15,2020-07-13 18:07:05,2.0,Movie 15,Comedy
8,45,2024-03-02 10:33:38,1.6,Movie 45,Action
8,1,2023-11-18 18:54:46,3.2,Movie 1,Drama
8,37,2024-06-26 10:43:03,3.7,Movie 37,Drama
8,42,2023-09-24 14:49:23,5.0,Movie 42,Sci-Fi
8,14,2024-12-20 15:30:34,4.7,Movie 14,Action
8,24,2021-11-16 15:36:06,3.0,Movie 24,Comedy
8,27,2024-12-15 01:19:21,2.9,Movie 27,Horror
8,18,2023-11-20 14:30:58,4.7,Movie 18,Action
8,17,2024-12-26 11:02:44,1.4,Movie 17,Horror
8,11,2024-05-07 03:30:48,3.0,Movie 11,Drama
8,34,2024-12-06 22:26:32,1.5,Movie 34,Action
8,31,2020-02-20 07:26:56,4.9,Movie 31,Horror
8,35,2023-06-18 15:42:08,0.6,Movie 35,Comedy
8,33,2024-07-14 19:35:23,,Movie 33,Drama
8,40,2022-12-21 04:59:29,4.8,Movie 40,Horror
8,36,2020-09-06 05:04:16,,Movie 36,Sci-Fi
8,23,2024-04-08 05:31:38,3.7,Movie 23,Drama
8,44,2021-09-12 23:27:54,2.0,Movie 44,Comedy
8,43,2024-10-12 16:37:14,0.8,Movie 43,Horror
8,4,2020-03-12 03:40:51,4.4,Movie 4,Action
9,47,2024-09-12 07:28:09,4.8,Movie 47,Horror
9,3,2022-06-28 08:49:32,,Movie 3,Drama
9,13,2020-02-05 21:25:42,1.3,Movie 13,Action
9,21,2020-04-21 04:11:13,1.6,Movie 21,Horror
9,42,2024-02-15 18:09:54,4.9,Movie 42,Sci-Fi
9,36,2020-06-03 03:02:24,1.0,Movie 36,Sci-Fi
9,16,2023-09-04 16:17:50,4.0,Movie 16,Sci-Fi
9,24,2020-07-25 23:23:45,1.0,Movie 24,Comedy
9,20,2022-06-30 19:40:27,3.5,Movie 20,Sci-Fi
9,15,2023-12-11 01:06:55,4.4,Movie 15,Comedy
9,27,2020-11-25 00:24:29,2.1,Movie 27,Horror
9,23,2022-08-12 01:33:16,2.9,Movie 23,Drama
9,8,2020-03-03 04:33:01,2.9,Movie 8,Horror
9,40,2022-01-12 21:24:30,,Movie 40,Horror
10,43,2024-02-06 04:21:35,1.2,Movie 43,Horror
10,21,2023-11-18 12:51:21,,Movie 21,Horror
10,29,2024-07-21 12:55:15,1.1,Movie 29,Comedy
10,14,2024-05-18 02:39:44,,Movie 14,Action
10,40,2023-11-05 02:53:05,0.7,Movie 40,Horror
10,49,2021-05-10 16:39:59,,Movie 49,Horror
10,19,2024-09-23 21:10:32,4.5,Movie 19,Sci-Fi
10,44,2022-11-26 01:08:51,1.7,Movie 44,Comedy
10,26,2020-10-18 04:41:22,,Movie 26,Sci-Fi
10,17,2023-05-18 21:49:58,1.8,Movie 17,Horror
10,46,2023-10-30 19:43:50,1.8,Movie 46,Action
10,9,2021-09-03 06:15:15,0.6,Movie 9,Drama
10,45,2024-04-06 23:48:50,4.0,Movie 45,Action
10,2,2024-02-10 09:28:50,,Movie 2,Comedy
10,32,2021-09-18 02:46:40,,Movie 32,Sci-Fi
10,50,2021-12-08 03:58:28,2.4,Movie 50,Comedy
10,48,2024-09-08 11:54:45,1.5,Movie 48,Action
10,25,2021-02-06 01:15:10,4.2,Movie 25,Drama
10,1,2022-05-08 00:51:10,0.9,Movie 1,Drama
10,13,2020-04-20 14:02:50,3.4,Movie 13,Action
10,35,2024-04-25 20:36:24,1.7,Movie 35,Comedy
10,3,2024-08-21 01:25:32,4.8,Movie 3,Drama
10,34,2021-07-01 15:57:22,1.5,Movie 34,Action
10,28,2020-10-26 17:26:11,4.3,Movie 28,Horror
10,31,2022-08-24 06:37:38,1.3,Movie 31,Horror
10,36,2024-02-11 00:53:06,4.2,Movie 36,Sci-Fi
10,33,2024-04-14 13:52:02,2.0,Movie 33,Drama
10,8,2022-09-04 21:30:06,2.2,Movie 8,Horror
10,4,2022-02-17 20:32:10,3.7,Movie 4,Action
10,27,2024-09-05 11:40:50,0.8,Movie 27,Horror
10,39,2023-10-22 06:03:34,0.6,Movie 39,Drama
10,22,2020-04-12 12:10:43,2.7,Movie 22,Drama
10,12,2024-08-04 13:52:34,1.9,Movie 12,Comedy
10,11,2020-07-13 17:29:28,2.2,Movie 11,Drama
10,15,2023-07-14 19:44:25,4.8,Movie 15,Comedy
10,5,2020-01-23 04:53:22,4.4,Movie 5,Horror
11,12,2022-11-19 19:12:31,2.6,Movie 12,Comedy
11,22,2023-12-29 02:15:44,1.2,Movie 22,Drama
11,25,2023-01-31 18:07:24,1.0,Movie 25,Drama
11,7,2023-09-24 00:32:38,0.7,Movie 7,Drama
11,19,2023-11-15 07:14:15,0.8,Movie 19,Sci-Fi
11,6,2020-01-31 14:57:55,4.4,Movie 6,Sci-Fi
11,8,2020-10-13 17:28:48,1.6,Movie 8,Horror
11,1,2024-02-20 21:24:50,1.7,Movie 1,Drama
12,3,2020-08-03 19:15:13,2.2,Movie 3,Drama
12,5,2022-02-04 20:24:30,4.9,Movie 5,Horror
12,36,2021-08-17 05:31:55,3.1,Movie 36,Sci-Fi
12,44,2020-10-17 17:36:30,3.2,Movie 44,Comedy
12,19,2024-07-07 16:44:58,1.3,Movie 19,Sci-Fi
12,46,2022-09-29 13:16:56,1.7,Movie 46,Action
12,47,2022-08-29 23:13:22,0.6,Movie 47,Horror
12,37,2020-10-19 02:21:34,3.7,Movie 37,Drama
12,15,2021-04-25 06:35:13,1.7,Movie 15,Comedy
12,50,2023-12-22 05:22:34,,Movie 50,Comedy
12,48,2020-09-19 12:20:17,3.2,Movie 48,Action
12,9,2020-03-17 04:30:06,0.7,Movie 9,Drama
12,29,2023-07-17 11:53:22,1.6,Movie 29,Comedy
12,45,2021-01-14 09:36:28,2.7,Movie 45,Action
12,27,2021-08-17 09:17:18,3.9,Movie 27,Horror
12,7,2023-10-16 16:52:25,1.0,Movie 7,Drama
12,25,2021-03-26 05:49:01,3.3,Movie 25,Drama
12,39,2023-02-15 01:06:10,4.6,Movie 39,Drama
12,21,2023-03-25 12:20:21,4.2,Movie 21,Horror
12,28,2024-08-24 01:27:54,4.2,Movie 28,Horror
12,6,2024-07-09 08:59:53,,Movie 6,Sci-Fi
12,12,2020-06-25 07:44:49,2.3,Movie 12,Comedy
12,16,2021-07-16 13:58:13,3.9,Movie 16,Sci-Fi
12,24,2021-07-17 01:19:28,2.3,Movie 24,Comedy
12,17,2022-08-05 09:13:43,3.3,Movie 17,Horror
12,26,2023-09-20 03:02:03,,Movie 26,Sci-Fi
12,41,2020-08-18 16:42:50,2.1,Movie 41,Action
12,14,2020-06-28 22:25:14,4.2,Movie 14,Action
12,13,2020-05-17 17:25:19,3.5,Movie 13,Action
12,33,2024-03-21 15:19:01,2.7,Movie 33,Drama
12,38,2021-07-05 02:36:05,3.1,Movie 38,Sci-Fi
12,1,2024-07-27 20:32:15,3.2,Movie 1,Drama
12,30,2021-12-20 10:56:39,1.7,Movie 30,Comedy
12,34,2023-03-19 15:21:52,,Movie 34,Action
12,18,2023-06-24 21:17:19,4.5,Movie 18,Action
12,10,2023-01-07 09:32:21,2.3,Movie 10,Comedy
12,31,2021-08-06 15:41:36,2.6,Movie 31,Horror
12,2,2023-01-10 18:47:45,0.6,Movie 2,Comedy
12,4,2022-12-08 04:24:34,4.8,Movie 4,Action
12,42,2022-06-21 04:12:58,3.1,Movie 42,Sci-Fi
12,43,2023-05-14 17:27:53,4.9,Movie 43,Horror
12,11,2022-08-25 09:24:03,0.5,Movie 11,Drama
12,22,2024-03-04 00:31:36,0.8,Movie 22,Drama
12,20,2021-05-08 11:06:54,2.3,Movie 20,Sci-Fi
12,40,2021-07-20 16:50:55,1.3,Movie 40,Horror
12,32,2021-04-27 17:12:23,2.5,Movie 32,Sci-Fi
12,35,2022-04-15 23:25:15,1.9,Movie 35,Comedy
12,8,2020-01-22 10:51:20,1.6,Movie 8,Horror
14,16,2024-08-19 09:27:11,4.2,Movie 16,Sci-Fi
14,8,2020-03-10 23:26:58,1.2,Movie 8,Horror
14,34,2021-07-21 21:11:15,,Movie 34,Action
14,9,2020-06-04 05:16:26,2.4,Movie 9,Drama
14,13,2021-07-29 09:44:47,2.8,Movie 13,Action
14,27,2022-10-14 14:35:36,5.0,Movie 27,Horror
14,21,2022-09-27 18:20:43,2.6,Movie 21,Horror
14,2,2021-11-14 10:44:53,2.2,Movie 2,Comedy
14,41,2020-06-07 04:04:09,1.1,Movie 41,Action
14,43,2024-10-03 06:50:33,1.7,Movie 43,Horror
14,26,2022-03-23 11:11:36,2.9,Movie 26,Sci-Fi
14,30,2022-01-06 23:56:50,4.6,Movie 30,Comedy
14,45,2023-09-26 19:19:59,2.7,Movie 45,Action
14,19,2023-09-22 06:57:45,3.7,Movie 19,Sci-Fi
14,14,2022-09-25 03:15:26,0.9,Movie 14,Action
14,39,2023-04-23 00:24:37,0.9,Movie 39,Drama
14,4,2020-06-17 02:35:19,3.4,Movie 4,Action
14,42,2020-07-06 22:10:37,2.7,Movie 42,Sci-Fi
14,23,2021-05-03 03:16:05,2.9,Movie 23,Drama
14,47,2022-08-14 10:37:59,2.5,Movie 47,Horror
14,18,2023-08-19 17:36:09,3.0,Movie 18,Action
14,48,2023-10-08 13:16:13,3.5,Movie 48,Action
14,29,2024-09-29 23:57:47,0.8,Movie 29,Comedy
14,1,2024-08-31 09:07:29,0.6,Movie 1,Drama
14,12,2020-05-03 16:20:47,4.7,Movie 12,Comedy
14,35,2023-02-18 20:18:21,2.6,Movie 35,Comedy
14,3,2024-11-10 12:04:28,2.8,Movie 3,Drama
14,5,2024-03-21 12:48:09,1.8,Movie 5,Horror
14,44,2022-09-25 05:34:22,3.9,Movie 44,Comedy
14,11,2021-12-07 23:29:14,1.4,Movie 11,Drama
14,24,2021-02-21 23:30:51,1.3,Movie 24,Comedy
14,20,2021-01-04 02:17:52,2.6,Movie 20,Sci-Fi
14,28,2022-06-23 22:44:26,1.1,Movie 28,Horror
14,10,2020-08-05 22:03:45,2.0,Movie 10,Comedy
14,50,2024-04-22 19:59:11,2.7,Movie 50,Comedy
14,38,2021-11-22 15:28:42,2.1,Movie 38,Sci-Fi
14,7,2022-08-08 18:10:01,0.7,Movie 7,Drama
14,37,2022-06-29 17:53:05,2.3,Movie 37,Drama
14,49,2022-03-12 20:31:04,4.4,Movie 49,Horror
15,45,2020-06-27 07:52:41,4.4,Movie 45,Action
15,10,2023-08-03 04:12:18,4.4,Movie 10,Comedy
15,50,2022-01-28 02:51:49,0.8,Movie 50,Comedy
15,42,2022-01-20 04:55:02,2.8,Movie 42,Sci-Fi
15,41,2023-11-05 07:09:57,1.3,Movie 41,Action
15,32,2023-05-25 08:54:45,3.8,Movie 32,Sci-Fi
15,25,2023-11-07 15:09:46,1.7,Movie 25,Drama
15,46,2023-09-27 03:18:06,3.8,Movie 46,Action
15,29,2021-03-23 10:02:04,3.4,Movie 29,Comedy
15,37,2022-11-14 01:59:16,4.2,Movie 37,Drama
15,28,2022-04-25 00:32:22,3.2,Movie 28,Horror
15,30,2021-07-06 23:28:14,4.3,Movie 30,Comedy
15,36,2024-09-05 15:08:19,1.4,Movie 36,Sci-Fi
15,4,2022-12-04 07:57:30,3.7,Movie 4,Action
15,48,2022-06-22 10:35:21,4.5,Movie 48,Action
15,14,2020-02-27 05:34:27,1.8,Movie 14,Action
15,12,2020-02-01 13:43:54,4.8,Movie 12,Comedy
15,22,2024-03-06 23:40:11,,Movie 22,Drama
15,38,2023-11-20 00:28:59,4.9,Movie 38,Sci-Fi
15,7,2022-02-08 09:06:43,1.0,Movie 7,Drama
15,20,2024-02-16 05:32:59,,Movie 20,Sci-Fi
16,2,2024-10-19 11:38:11,3.1,Movie 2,Comedy
16,8,2020-04-24 16:46:50,1.5,Movie 8,Horror
16,12,2020-03-23 09:40:23,3.3,Movie 12,Comedy
16,24,2023-10-26 06:24:50,4.3,Movie 24,Comedy
16,6,2020-07-01 09:33:28,1.0,Movie 6,Sci-Fi
16,28,2021-09-01 20:59:28,1.3,Movie 28,Horror
16,32,2022-03-25 07:55:12,2.6,Movie 32,Sci-Fi
16,20,2023-04-05 11:40:29,2.5,Movie 20,Sci-Fi
16,45,2024-07-25 22:44:14,1.4,Movie 45,Action
16,37,2023-07-09 00:02:15,1.4,Movie 37,Drama
16,17,2021-04-11 21:45:27,3.5,Movie 17,Horror
16,27,2020-05-07 13:03:44,1.0,Movie 27,Horror
16,21,2021-04-08 11:14:55,2.4,Movie 21,Horror
16,44,2020-08-28 16:59:37,1.9,Movie 44,Comedy
16,11,2022-03-07 05:01:58,1.0,Movie 11,Drama
16,34,2022-04-29 04:51:10,1.7,Movie 34,Action
16,14,2020-10-24 10:43:07,2.6,Movie 14,Action
16,36,2021-07-09 01:32:37,2.4,Movie 36,Sci-Fi
16,48,2020-02-04 14:58:21,1.7,Movie 48,Action
16,10,2023-03-29 19:49:16,3.1,Movie 10,Comedy
16,3,2021-04-01 23:14:47,1.4,Movie 3,Drama
16,1,2022-04-24 20:39:45,0.5,Movie 1,Drama
16,43,2023-08-27 18:21:08,,Movie 43,Horror
16,47,2020-01-10 09:59:23,1.0,Movie 47,Horror
16,41,2020-02-24 00:32:57,0.7,Movie 41,Action
16,13,2024-02-04 13:15:27,2.6,Movie 13,Action
16,15,2022-04-04 04:27:51,,Movie 15,Comedy
16,22,2023-01-29 08:40:30,3.4,Movie 22,Drama
16,5,2023-02-17 07:01:34,0.7,Movie 5,Horror
16,40,2021-03-30 01:31:23,3.0,Movie 40,Horror
16,50,2022-01-26 11:59:34,4.9,Movie 50,Comedy
16,49,2021-11-02 05:22:00,,Movie 49,Horror
16,35,2020-02-14 04:43:28,2.9,Movie 35,Comedy
16,23,2021-03-12 11:16:56,,Movie 23,Drama
16,39,2024-03-30 04:42:54,0.8,Movie 39,Drama
16,18,2024-07-17 18:14:53,1.3,Movie 18,Action
16,4,2021-10-17 19:14:36,3.1,Movie 4,Action
16,29,2023-03-06 12:10:38,3.6,Movie 29,Comedy
16,38,2022-10-02 13:19:06,4.2,Movie 38,Sci-Fi
16,16,2020-12-05 14:35:17,2.2,Movie 16,Sci-Fi
16,26,2024-01-17 05:32:30,3.3,Movie 26,Sci-Fi
16,30,2024-06-30 19:45:46,4.8,Movie 30,Comedy
16,31,2022-01-14 07:59:49,0.8,Movie 31,Horror
16,19,2020-10-18 21:31:58,3.3,Movie 19,Sci-Fi
16,46,2021-06-06 01:37:33,3.3,Movie 46,Action
16,25,2024-09-23 17:45:43,3.3,Movie 25,Drama
17,42,2024-04-16 18:21:40,2.9,Movie 42,Sci-Fi
17,16,2020-12-04 14:40:30,1.2,Movie 16,Sci-Fi
17,27,2020-07-01 23:13:36,0.6,Movie 27,Horror
17,47,2023-08-22 05:10:14,2.0,Movie 47,Horror
17,35,2020-12-04 19:36:17,1.9,Movie 35,Comedy
17,46,2024-09-30 03:42:47,0.7,Movie 46,Action
17,1,2021-03-29 07:01:58,3.4,Movie 1,Drama
17,43,2021-06-21 19:11:49,3.2,Movie 43,Horror
17,5,2022-02-18 05:29:29,4.3,Movie 5,Horror
17,19,2021-11-17 07:36:59,,Movie 19,Sci-Fi
17,25,2022-07-06 23:25:44,3.8,Movie 25,Drama
17,50,2021-01-05 16:46:14,1.1,Movie 50,Comedy
18,42,2023-05-03 13:08:23,2.9,Movie 42,Sci-Fi
18,46,2020-03-15 22:38:13,4.8,Movie 46,Action
19,27,2022-09-12 08:58:45,2.4,Movie 27,Horror
19,45,2021-04-08 15:55:45,3.8,Movie 45,Action
19,28,2023-03-15 01:06:25,2.5,Movie 28,Horror
19,49,2023-01-03 06:23:17,4.5,Movie 49,Horror
19,16,2022-11-07 07:59:20,1.4,Movie 16,Sci-Fi
19,12,2022-01-30 06:35:13,4.7,Movie 12,Comedy
19,14,2023-10-09 17:08:10,1.9,Movie 14,Action
19,22,2023-11-05 20:08:01,1.2,Movie 22,Drama
19,19,2021-12-08 03:25:08,0.9,Movie 19,Sci-Fi
19,42,2020-09-29 01:47:32,4.6,Movie 42,Sci-Fi
20,35,2020-08-17 05:58:10,2.0,Movie 35,Comedy
20,50,2024-03-20 00:06:32,4.7,Movie 50,Comedy
20,39,2023-02-25 20:14:44,3.2,Movie 39,Drama
20,4,2022-10-30 05:31:31,,Movie 4,Action
20,46,2022-06-08 03:57:53,,Movie 46,Action
20,34,2021-04-23 00:14:57,,Movie 34,Action
20,11,2024-07-17 00:45:46,4.0,Movie 11,Drama
20,28,2022-09-28 13:55:06,2.6,Movie 28,Horror
20,44,2024-04-26 08:43:05,4.7,Movie 44,Comedy
20,13,2023-06-25 04:53:24,3.6,Movie 13,Action
20,24,2021-08-09 07:31:24,1.8,Movie 24,Comedy
20,20,2021-02-26 19:32:44,1.2,Movie 20,Sci-Fi
20,7,2024-12-08 13:58:02,2.8,Movie 7,Drama
